Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_data[63:0],i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_en,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_sync,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a,i_system_wrapper/system_i/axi_ad9250_dma_irq,i_system_wrapper/system_i/sys_concat_intc_dout[15:0],data_a_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],data_b_high[31:0],data_b_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],data_b_high'[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED
373,373,0,0,ec6c13d4ec9913a3,1,1,0,1,1,1,1000,5127,143c1407,5180,ec07ec39,-5063,ec07ec39,-5113
374,374,0,0,ec07143cec391407,1,1,0,1,1,1,1000,5216,14841460,5252,ebc0ebe0,-5152,ebc0ebe0,-5184
375,375,0,0,ebc01484ebe01460,1,1,0,1,1,1,1000,5290,14c014aa,5312,eb84eb9c,-5220,eb84eb9c,-5244
376,376,0,0,eb8414c0eb9c14aa,1,1,0,1,1,1,1000,5301,14d514b5,5333,eb6feb8c,-5236,eb6feb8c,-5265
377,377,0,0,eb6f14d5eb8c14b5,1,1,0,1,1,1,1000,5334,14d314d6,5331,eb73eb6c,-5268,eb73eb6c,-5261
378,378,0,0,eb7314d3eb6c14d6,1,1,0,1,1,1,1000,5335,14d114d7,5329,eb71eb6e,-5266,eb71eb6e,-5263
379,379,0,0,eb7114d1eb6e14d7,1,1,0,1,1,1,1000,5306,14ab14ba,5291,eb9aeb8c,-5236,eb9aeb8c,-5222
380,380,0,0,eb9a14abeb8c14ba,1,1,0,1,1,1,1000,5273,14771499,5239,ebcbebad,-5203,ebcbebad,-5173
381,381,0,0,ebcb1477ebad1499,1,1,0,1,1,1,1000,5198,1430144e,5168,ec16ebf7,-5129,ec16ebf7,-5098
382,382,0,0,ec161430ebf7144e,1,1,0,1,1,1,1000,5120,13ce1400,5070,ec71ec44,-5052,ec71ec44,-5007
383,383,0,0,ec7113ceec441400,1,1,0,1,1,1,1000,5010,136c1392,4972,ecd7ecb0,-4944,ecd7ecb0,-4905
384,384,0,0,ecd7136cecb01392,1,1,0,1,1,1,1000,4899,12d91323,4825,ed68ed1f,-4833,ed68ed1f,-4760
385,385,0,0,ed6812d9ed1f1323,1,1,0,1,1,1,1000,4755,123f1293,4671,edfeeda9,-4695,edfeeda9,-4610
386,386,0,0,edfe123feda91293,1,1,0,1,1,1,1000,4577,118f11e1,4495,eeaaee5d,-4515,eeaaee5d,-4438
387,387,0,0,eeaa118fee5d11e1,1,1,0,1,1,1,1000,4420,10e61144,4326,ef57eefa,-4358,ef57eefa,-4265
388,388,0,0,ef5710e6eefa1144,1,1,0,1,1,1,1000,4225,100e1081,4110,f02fefb9,-4167,f02fefb9,-4049
389,389,0,0,f02f100eefb91081,1,1,0,1,1,1,1000,3998,0f390f9e,3897,f0fff09d,-3939,f0fff09d,-3841
390,390,0,0,f0ff0f39f09d0f9e,1,1,0,1,1,1,1000,3773,0e560ebd,3670,f1dff17a,-3718,f1dff17a,-3617
391,391,0,0,f1df0e56f17a0ebd,1,1,0,1,1,1,1000,3541,0d560dd5,3414,f2dbf25d,-3491,f2dbf25d,-3365
392,392,0,0,f2db0d56f25d0dd5,1,1,0,1,1,1,1000,3287,0c4b0cd7,3147,f3e4f35c,-3236,f3e4f35c,-3100
393,393,0,0,f3e40c4bf35c0cd7,1,1,0,1,1,1,1000,2987,0b3f0bab,2879,f4eef483,-2941,f4eef483,-2834
394,394,0,0,f4ee0b3ff4830bab,1,1,0,1,1,1,1000,2717,0a1b0a9d,2587,f611f58d,-2675,f611f58d,-2543
395,395,0,0,f6110a1bf58d0a9d,1,1,0,1,1,1,1000,2429,08e9097d,2281,f73cf6ae,-2386,f73cf6ae,-2244
396,396,0,0,f73c08e9f6ae097d,1,1,0,1,1,1,1000,2134,07bb0856,1979,f86af7d2,-2094,f86af7d2,-1942
397,397,0,0,f86a07bbf7d20856,1,1,0,1,1,1,1000,1793,06780701,1656,f9adf921,-1759,f9adf921,-1619
398,398,0,0,f9ad0678f9210701,1,1,0,1,1,1,1000,1496,052405d8,1316,fafafa47,-1465,fafafa47,-1286
399,399,0,0,fafa0524fa4705d8,1,1,0,1,1,1,1000,1179,03f0049b,1008,fc2afb82,-1150,fc2afb82,-982
400,400,0,0,fc2a03f0fb82049b,1,1,0,1,1,1,1000,842,02a7034a,679,fd70fcd2,-814,fd70fcd2,-656
401,401,0,0,fd7002a7fcd2034a,1,1,0,1,1,1,1000,509,015901fd,345,febbfe19,-487,febbfe19,-325
402,402,0,0,febb0159fe1901fd,1,1,0,1,1,1,1000,180,001000b4,16,0002ff60,-160,0002ff60,2
403,403,0,0,00020010ff6000b4,1,1,0,1,1,1,1000,-167,feb4ff59,-332,015c00b1,177,015c00b1,348
404,404,0,0,015cfeb400b1ff59,1,1,0,1,1,1,1000,-479,fd5cfe21,-676,02b001eb,491,02b001eb,688
405,405,0,0,02b0fd5c01ebfe21,1,1,0,1,1,1,1000,-835,fc23fcbd,-989,03e7034e,846,03e7034e,999
406,406,0,0,03e7fc23034efcbd,1,1,0,1,1,1,1000,-1153,fadffb7f,-1313,05220486,1158,05220486,1314
407,407,0,0,0522fadf0486fb7f,1,1,0,1,1,1,1000,-1485,f99cfa33,-1636,066405d1,1489,066405d1,1636
408,408,0,0,0664f99c05d1fa33,1,1,0,1,1,1,1000,-1779,f864f90d,-1948,079c06f6,1782,079c06f6,1948
409,409,0,0,079cf86406f6f90d,1,1,0,1,1,1,1000,-2118,f732f7ba,-2254,08cb0841,2113,08cb0841,2251
410,410,0,0,08cbf7320841f7ba,1,1,0,1,1,1,1000,-2409,f605f697,-2555,09f20963,2403,09f20963,2546
411,411,0,0,09f2f6050963f697,1,1,0,1,1,1,1000,-2716,f4caf564,-2870,0b2d0a91,2705,0b2d0a91,2861
412,412,0,0,0b2df4ca0a91f564,1,1,0,1,1,1,1000,-2975,f3cbf461,-3125,0c280b94,2964,0c280b94,3112
413,413,0,0,0c28f3cb0b94f461,1,1,0,1,1,1,1000,-3269,f2c0f33b,-3392,0d310cb4,3252,0d310cb4,3377
414,414,0,0,0d31f2c00cb4f33b,1,1,0,1,1,1,1000,-3511,f1d5f249,-3627,0e1e0da8,3496,0e1e0da8,3614
415,415,0,0,0e1ef1d50da8f249,1,1,0,1,1,1,1000,-3765,f0e3f14b,-3869,0f070ea4,3748,0f070ea4,3847
416,416,0,0,0f07f0e30ea4f14b,1,1,0,1,1,1,1000,-3998,f01af062,-4070,0fd30f8b,3979,0fd30f8b,4051
417,417,0,0,0fd3f01a0f8bf062,1,1,0,1,1,1,1000,-4199,ef31ef99,-4303,10b61051,4177,10b61051,4278
418,418,0,0,10b6ef311051ef99,1,1,0,1,1,1,1000,-4397,ee6eeed3,-4498,11781114,4372,11781114,4472
419,419,0,0,1178ee6e1114eed3,1,1,0,1,1,1,1000,-4574,edd1ee22,-4655,121211c1,4545,121211c1,4626
420,420,0,0,1212edd111c1ee22,1,1,0,1,1,1,1000,-4740,ed3ded7c,-4803,12a81269,4713,12a81269,4776
421,421,0,0,12a8ed3d1269ed7c,1,1,0,1,1,1,1000,-4889,eca5ece7,-4955,134012f7,4855,134012f7,4928
422,422,0,0,1340eca512f7ece7,1,1,0,1,1,1,1000,-5005,ec46ec73,-5050,139d136f,4975,139d136f,5021
423,423,0,0,139dec46136fec73,1,1,0,1,1,1,1000,-5112,ebfaec08,-5126,13e913d9,5081,13e913d9,5097
424,424,0,0,13e9ebfa13d9ec08,1,1,0,1,1,1,1000,-5182,ebabebc2,-5205,1434141b,5147,1434141b,5172
425,425,0,0,1434ebab141bebc2,1,1,0,1,1,1,1000,-5250,eb62eb7e,-5278,147a1463,5219,147a1463,5242
426,426,0,0,147aeb621463eb7e,1,1,0,1,1,1,1000,-5294,eb3feb52,-5313,149e148b,5259,149e148b,5278
427,427,0,0,149eeb3f148beb52,1,1,0,1,1,1,1000,-5307,eb52eb45,-5294,148f1497,5271,148f1497,5263
428,428,0,0,148feb521497eb45,1,1,0,1,1,1,1000,-5308,eb50eb44,-5296,148e14a2,5282,148e14a2,5262
429,429,0,0,148eeb5014a2eb44,1,1,0,1,1,1,1000,-5301,eb6deb4b,-5267,14731495,5269,14731495,5235
430,430,0,0,1473eb6d1495eb4b,1,1,0,1,1,1,1000,-5240,eba4eb88,-5212,143a1457,5207,143a1457,5178
431,431,0,0,143aeba41457eb88,1,1,0,1,1,1,1000,-5179,ebf2ebc5,-5134,13ec1419,5145,13ec1419,5100
432,432,0,0,13ecebf21419ebc5,1,1,0,1,1,1,1000,-5096,ec35ec18,-5067,13ac13cb,5067,13ac13cb,5036
433,433,0,0,13acec3513cbec18,1,1,0,1,1,1,1000,-4990,ecc1ec82,-4927,1320135c,4956,1320135c,4896
434,434,0,0,1320ecc1135cec82,1,1,0,1,1,1,1000,-4875,ed35ecf5,-4811,12aa12ef,4847,12aa12ef,4778
435,435,0,0,12aaed3512efecf5,1,1,0,1,1,1,1000,-4733,eddced83,-4644,120c1260,4704,120c1260,4620
436,436,0,0,120ceddc1260ed83,1,1,0,1,1,1,1000,-4570,ee8dee26,-4467,115a11c0,4544,115a11c0,4442
437,437,0,0,115aee8d11c0ee26,1,1,0,1,1,1,1000,-4403,ef41eecd,-4287,10a6111b,4379,10a6111b,4262
438,438,0,0,10a6ef41111beecd,1,1,0,1,1,1,1000,-4181,f00cefab,-4084,0fdf1042,4162,0fdf1042,4063
439,439,0,0,0fdff00c1042efab,1,1,0,1,1,1,1000,-3975,f0e0f079,-3872,0f0d0f72,3954,0f0d0f72,3853
440,440,0,0,0f0df0e00f72f079,1,1,0,1,1,1,1000,-3745,f1c2f15f,-3646,0e2c0e92,3730,0e2c0e92,3628
441,441,0,0,0e2cf1c20e92f15f,1,1,0,1,1,1,1000,-3515,f2cff245,-3377,0d200dab,3499,0d200dab,3360
442,442,0,0,0d20f2cf0dabf245,1,1,0,1,1,1,1000,-3256,f3d8f348,-3112,0c190ca6,3238,0c190ca6,3097
443,443,0,0,0c19f3d80ca6f348,1,1,0,1,1,1,1000,-2982,f4e4f45a,-2844,0b0d0b9a,2970,0b0d0b9a,2829
444,444,0,0,0b0df4e40b9af45a,1,1,0,1,1,1,1000,-2677,f623f58b,-2525,09d70a6a,2666,09d70a6a,2519
445,445,0,0,09d7f6230a6af58b,1,1,0,1,1,1,1000,-2402,f745f69e,-2235,08ba0956,2390,08ba0956,2234
446,446,0,0,08baf7450956f69e,1,1,0,1,1,1,1000,-2098,f868f7ce,-1944,0796082e,2094,0796082e,1942
447,447,0,0,0796f868082ef7ce,1,1,0,1,1,1,1000,-1764,f99df91c,-1635,066506e4,1764,066506e4,1637
448,448,0,0,0665f99d06e4f91c,1,1,0,1,1,1,1000,-1470,faeefa42,-1298,051605bf,1471,051605bf,1302
449,449,0,0,0516faee05bffa42,1,1,0,1,1,1,1000,-1141,fc24fb8b,-988,03e4047b,1147,03e4047b,996
450,450,0,0,03e4fc24047bfb8b,1,1,0,1,1,1,1000,-820,fd82fccc,-638,0286033d,829,0286033d,646
451,451,0,0,0286fd82033dfccc,1,1,0,1,1,1,1000,-488,fec8fe18,-312,014501ef,495,014501ef,325
452,452,0,0,0145fec801effe18,1,1,0,1,1,1,1000,-146,001aff6e,26,fff3009e,158,fff3009e,-13
453,453,0,0,fff3001a009eff6e,1,1,0,1,1,1,1000,198,016600c6,358,feadff4a,-182,feadff4a,-339
454,454,0,0,fead0166ff4a00c6,1,1,0,1,1,1,1000,522,02b7020a,695,fd5dfe0d,-499,fd5dfe0d,-675
455,455,0,0,fd5d02b7fe0d020a,1,1,0,1,1,1,1000,858,03fc035a,1020,fc1cfcbe,-834,fc1cfcbe,-996
456,456,0,0,fc1c03fcfcbe035a,1,1,0,1,1,1,1000,1170,053e0492,1342,fadffb8a,-1142,fadffb8a,-1313
457,457,0,0,fadf053efb8a0492,1,1,0,1,1,1,1000,1517,068005ed,1664,f99efa33,-1485,f99efa33,-1634
458,458,0,0,f99e0680fa3305ed,1,1,0,1,1,1,1000,1830,07cb0726,1995,f858f8fb,-1797,f858f8fb,-1960
459,459,0,0,f85807cbf8fb0726,1,1,0,1,1,1,1000,2137,08e40859,2276,f73ff7cc,-2100,f73ff7cc,-2241
460,460,0,0,f73f08e4f7cc0859,1,1,0,1,1,1,1000,2438,0a0f0986,2575,f619f6a3,-2397,f619f6a3,-2535
461,461,0,0,f6190a0ff6a30986,1,1,0,1,1,1,1000,2716,0b4b0a9c,2891,f4dff590,-2672,f4dff590,-2849
462,462,0,0,f4df0b4bf5900a9c,1,1,0,1,1,1,1000,3010,0c470bc2,3143,f3e8f46b,-2965,f3e8f46b,-3096
463,463,0,0,f3e80c47f46b0bc2,1,1,0,1,1,1,1000,3281,0d5d0cd1,3421,f2d5f35e,-3234,f2d5f35e,-3371
464,464,0,0,f2d50d5df35e0cd1,1,1,0,1,1,1,1000,3520,0e640dc0,3684,f1d0f274,-3468,f1d0f274,-3632
465,465,0,0,f1d00e64f2740dc0,1,1,0,1,1,1,1000,3785,0f360ec9,3894,f0fef16d,-3731,f0fef16d,-3842
466,466,0,0,f0fe0f36f16d0ec9,1,1,0,1,1,1,1000,4007,10040fa7,4100,f034f08f,-3953,f034f08f,-4044
467,467,0,0,f0341004f08f0fa7,1,1,0,1,1,1,1000,4220,10d3107c,4307,ef65efb9,-4167,ef65efb9,-4251
468,468,0,0,ef6510d3efb9107c,1,1,0,1,1,1,1000,4421,11b61145,4534,ee8aeef8,-4360,ee8aeef8,-4470
469,469,0,0,ee8a11b6eef81145,1,1,0,1,1,1,1000,4606,125e11fe,4702,ede0ee40,-4544,ede0ee40,-4640
470,470,0,0,ede0125eee4011fe,1,1,0,1,1,1,1000,4755,12de1293,4830,ed5dedab,-4693,ed5dedab,-4771
471,471,0,0,ed5d12deedab1293,1,1,0,1,1,1,1000,4874,1371130a,4977,ecd2ed34,-4812,ecd2ed34,-4910
472,472,0,0,ecd21371ed34130a,1,1,0,1,1,1,1000,5038,13e613ae,5094,ec5aec90,-4976,ec5aec90,-5030
473,473,0,0,ec5a13e6ec9013ae,1,1,0,1,1,1,1000,5135,143c140f,5180,ec07ec38,-5064,ec07ec38,-5113
474,474,0,0,ec07143cec38140f,1,1,0,1,1,1,1000,5232,147d1470,5245,ebc7ebd4,-5164,ebc7ebd4,-5177
475,475,0,0,ebc7147debd41470,1,1,0,1,1,1,1000,5271,14ae1497,5294,eb95ebac,-5204,eb95ebac,-5227
476,476,0,0,eb9514aeebac1497,1,1,0,1,1,1,1000,5312,14e214c0,5346,eb5deb84,-5244,eb5deb84,-5283
477,477,0,0,eb5d14e2eb8414c0,1,1,0,1,1,1,1000,5347,14c314e3,5315,eb80eb5f,-5281,eb80eb5f,-5248
478,478,0,0,eb8014c3eb5f14e3,1,1,0,1,1,1,1000,5346,14cd14e2,5325,eb76eb62,-5278,eb76eb62,-5258
479,479,0,0,eb7614cdeb6214e2,1,1,0,1,1,1,1000,5316,14a714c4,5287,eba0eb82,-5246,eba0eb82,-5216
480,480,0,0,eba014a7eb8214c4,1,1,0,1,1,1,1000,5263,1487148f,5255,ebbdebb1,-5199,ebbdebb1,-5187
481,481,0,0,ebbd1487ebb1148f,1,1,0,1,1,1,1000,5214,1447145e,5191,ebf8ebe3,-5149,ebf8ebe3,-5128
482,482,0,0,ebf81447ebe3145e,1,1,0,1,1,1,1000,5117,13d513fd,5077,ec6cec45,-5051,ec6cec45,-5012
483,483,0,0,ec6c13d5ec4513fd,1,1,0,1,1,1,1000,5029,134d13a5,4941,ecf1ec9b,-4965,ecf1ec9b,-4879
484,484,0,0,ecf1134dec9b13a5,1,1,0,1,1,1,1000,4905,12ec1329,4844,ed54ed17,-4841,ed54ed17,-4780
485,485,0,0,ed5412eced171329,1,1,0,1,1,1,1000,4767,124c129f,4684,edf5eda2,-4702,edf5eda2,-4619
486,486,0,0,edf5124ceda2129f,1,1,0,1,1,1,1000,4594,119b11f2,4507,ee9eee4b,-4533,ee9eee4b,-4450
487,487,0,0,ee9e119bee4b11f2,1,1,0,1,1,1,1000,4403,10e31133,4323,ef58ef08,-4344,ef58ef08,-4264
488,488,0,0,ef5810e3ef081133,1,1,0,1,1,1,1000,4216,101a1078,4122,f01befc0,-4160,f01befc0,-4069
489,489,0,0,f01b101aefc01078,1,1,0,1,1,1,1000,3994,0f3d0f9a,3901,f0f9f09e,-3938,f0f9f09e,-3847
490,490,0,0,f0f90f3df09e0f9a,1,1,0,1,1,1,1000,3771,0e4a0ebb,3658,f1eaf177,-3721,f1eaf177,-3606
491,491,0,0,f1ea0e4af1770ebb,1,1,0,1,1,1,1000,3534,0d530dce,3411,f2dff261,-3487,f2dff261,-3361
492,492,0,0,f2df0d53f2610dce,1,1,0,1,1,1,1000,3276,0c410ccc,3137,f3f0f366,-3226,f3f0f366,-3088
493,493,0,0,f3f00c41f3660ccc,1,1,0,1,1,1,1000,3011,0b280bc3,2856,f504f468,-2968,f504f468,-2812
494,494,0,0,f5040b28f4680bc3,1,1,0,1,1,1,1000,2719,0a0d0a9f,2573,f61bf58b,-2677,f61bf58b,-2533
495,495,0,0,f61b0a0df58b0a9f,1,1,0,1,1,1,1000,2424,08ee0978,2286,f737f6b2,-2382,f737f6b2,-2249
496,496,0,0,f73708eef6b20978,1,1,0,1,1,1,1000,2119,07b10847,1969,f871f7e2,-2078,f871f7e2,-1935
497,497,0,0,f87107b1f7e20847,1,1,0,1,1,1,1000,1801,06640709,1636,f9bef91b,-1765,f9bef91b,-1602
498,498,0,0,f9be0664f91b0709,1,1,0,1,1,1,1000,1489,053505d1,1333,fae9fa4d,-1459,fae9fa4d,-1303
499,499,0,0,fae90535fa4d05d1,1,1,0,1,1,1,1000,1176,03f60498,1014,fc29fb88,-1144,fc29fb88,-983
500,500,0,0,fc2903f6fb880498,1,1,0,1,1,1,1000,819,02a70333,679,fd70fce5,-795,fd70fce5,-656
501,501,0,0,fd7002a7fce50333,1,1,0,1,1,1,1000,504,014b01f8,331,fec9fe21,-479,fec9fe21,-311
502,502,0,0,fec9014bfe2101f8,1,1,0,1,1,1,1000,199,001800c7,24,fff7ff4d,-179,fff7ff4d,-9
503,503,0,0,fff70018ff4d00c7,1,1,0,1,1,1,1000,-160,febbff60,-325,015200b1,177,015200b1,338
504,504,0,0,0152febb00b1ff60,1,1,0,1,1,1,1000,-501,fd5ffe0b,-673,02ae0203,515,02ae0203,686
505,505,0,0,02aefd5f0203fe0b,1,1,0,1,1,1,1000,-848,fc29fcb0,-983,03df0359,857,03df0359,991
506,506,0,0,03dffc290359fcb0,1,1,0,1,1,1,1000,-1170,fad6fb6e,-1322,05350499,1177,05350499,1333
507,507,0,0,0535fad60499fb6e,1,1,0,1,1,1,1000,-1476,f98dfa3c,-1651,067305c3,1475,067305c3,1651
508,508,0,0,0673f98d05c3fa3c,1,1,0,1,1,1,1000,-1786,f863f906,-1949,079c06f7,1783,079c06f7,1948
509,509,0,0,079cf86306f7f906,1,1,0,1,1,1,1000,-2116,f72af7bc,-2262,08d40840,2112,08d40840,2260
510,510,0,0,08d4f72a0840f7bc,1,1,0,1,1,1,1000,-2418,f607f68e,-2553,09f3096b,2411,09f3096b,2547
511,511,0,0,09f3f607096bf68e,1,1,0,1,1,1,1000,-2707,f4d3f56d,-2861,0b220a8e,2702,0b220a8e,2850
512,512,0,0,0b22f4d30a8ef56d,1,1,0,1,1,1,1000,-2994,f3cdf44e,-3123,0c260ba7,2983,0c260ba7,3110
513,513,0,0,0c26f3cd0ba7f44e,1,1,0,1,1,1,1000,-3263,f2c0f341,-3392,0d320cb4,3252,0d320cb4,3378
514,514,0,0,0d32f2c00cb4f341,1,1,0,1,1,1,1000,-3530,f1cff236,-3633,0e230dbb,3515,0e230dbb,3619
515,515,0,0,0e23f1cf0dbbf236,1,1,0,1,1,1,1000,-3781,f0ecf13b,-3860,0eff0eb2,3762,0eff0eb2,3839
516,516,0,0,0efff0ec0eb2f13b,1,1,0,1,1,1,1000,-4005,eff8f05b,-4104,0ff10f8f,3983,0ff10f8f,4081
517,517,0,0,0ff1eff80f8ff05b,1,1,0,1,1,1,1000,-4212,ef39ef8c,-4295,10af105c,4188,10af105c,4271
518,518,0,0,10afef39105cef8c,1,1,0,1,1,1,1000,-4400,ee6beed0,-4501,1182111b,4379,1182111b,4482
519,519,0,0,1182ee6b111beed0,1,1,0,1,1,1,1000,-4566,edcdee2a,-4659,121c11bd,4541,121c11bd,4636
520,520,0,0,121cedcd11bdee2a,1,1,0,1,1,1,1000,-4756,ed45ed6c,-4795,129d127a,4730,129d127a,4765
521,521,0,0,129ded45127aed6c,1,1,0,1,1,1,1000,-4860,ecaeed04,-4946,133812dc,4828,133812dc,4920
522,522,0,0,1338ecae12dced04,1,1,0,1,1,1,1000,-5013,ec51ec6b,-5039,138e1374,4980,138e1374,5006
523,523,0,0,138eec511374ec6b,1,1,0,1,1,1,1000,-5119,ebd1ec01,-5167,140e13e1,5089,140e13e1,5134
524,524,0,0,140eebd113e1ec01,1,1,0,1,1,1,1000,-5211,eb97eba5,-5225,1446143b,5179,1446143b,5190
525,525,0,0,1446eb97143beba5,1,1,0,1,1,1,1000,-5253,eb65eb7b,-5275,14761463,5219,14761463,5238
526,526,0,0,1476eb651463eb7b,1,1,0,1,1,1,1000,-5298,eb48eb4e,-5304,1497148e,5262,1497148e,5271
527,527,0,0,1497eb48148eeb4e,1,1,0,1,1,1,1000,-5307,eb38eb45,-5320,14a61496,5270,14a61496,5286
528,528,0,0,14a6eb381496eb45,1,1,0,1,1,1,1000,-5324,eb3feb34,-5313,149d14aa,5290,149d14aa,5277
529,529,0,0,149deb3f14aaeb34,1,1,0,1,1,1,1000,-5290,eb74eb56,-5260,146a148a,5258,146a148a,5226
530,530,0,0,146aeb74148aeb56,1,1,0,1,1,1,1000,-5243,eb98eb85,-5224,14441455,5205,14441455,5188
531,531,0,0,1444eb981455eb85,1,1,0,1,1,1,1000,-5188,ebe9ebbc,-5143,13f71423,5155,13f71423,5111
532,532,0,0,13f7ebe91423ebbc,1,1,0,1,1,1,1000,-5098,ec36ec16,-5066,13ab13ca,5066,13ab13ca,5035
533,533,0,0,13abec3613caec16,1,1,0,1,1,1,1000,-5000,ecb5ec78,-4939,132b136a,4970,132b136a,4907
534,534,0,0,132becb5136aec78,1,1,0,1,1,1,1000,-4882,ed3eecee,-4802,12a812f3,4851,12a812f3,4776
535,535,0,0,12a8ed3e12f3ecee,1,1,0,1,1,1,1000,-4741,edeced7b,-4628,11f6126a,4714,11f6126a,4598
536,536,0,0,11f6edec126aed7b,1,1,0,1,1,1,1000,-4570,ee6cee26,-4500,117b11c0,4544,117b11c0,4475
537,537,0,0,117bee6c11c0ee26,1,1,0,1,1,1,1000,-4398,ef3deed2,-4291,10ac1116,4374,10ac1116,4268
538,538,0,0,10acef3d1116eed2,1,1,0,1,1,1,1000,-4194,effbef9e,-4101,0ff11049,4169,0ff11049,4081
539,539,0,0,0ff1effb1049ef9e,1,1,0,1,1,1,1000,-3981,f0ecf073,-3860,0efe0f73,3955,0efe0f73,3838
540,540,0,0,0efef0ec0f73f073,1,1,0,1,1,1,1000,-3756,f1cdf154,-3635,0e200e99,3737,0e200e99,3616
541,541,0,0,0e20f1cd0e99f154,1,1,0,1,1,1,1000,-3492,f2ddf25c,-3363,0d120d92,3474,0d120d92,3346
542,542,0,0,0d12f2dd0d92f25c,1,1,0,1,1,1,1000,-3266,f3e7f33e,-3097,0c0b0cb2,3250,0c0b0cb2,3083
543,543,0,0,0c0bf3e70cb2f33e,1,1,0,1,1,1,1000,-2974,f4f3f462,-2829,0b000b94,2964,0b000b94,2816
544,544,0,0,0b00f4f30b94f462,1,1,0,1,1,1,1000,-2686,f60df582,-2547,09ec0a75,2677,09ec0a75,2540
545,545,0,0,09ecf60d0a75f582,1,1,0,1,1,1,1000,-2407,f72df699,-2259,08cc0960,2400,08cc0960,2252
546,546,0,0,08ccf72d0960f699,1,1,0,1,1,1,1000,-2104,f863f7c8,-1949,079b0831,2097,079b0831,1947
547,547,0,0,079bf8630831f7c8,1,1,0,1,1,1,1000,-1771,f9b0f915,-1616,065006e8,1768,065006e8,1616
548,548,0,0,0650f9b006e8f915,1,1,0,1,1,1,1000,-1473,faf0fa3f,-1296,051505c3,1475,051505c3,1301
549,549,0,0,0515faf005c3fa3f,1,1,0,1,1,1,1000,-1138,fc1afb8e,-998,03ed0474,1140,03ed0474,1005
550,550,0,0,03edfc1a0474fb8e,1,1,0,1,1,1,1000,-825,fd7efcc7,-642,0289033f,831,0289033f,649
551,551,0,0,0289fd7e033ffcc7,1,1,0,1,1,1,1000,-483,fecbfe1d,-309,013f01ed,493,013f01ed,319
552,552,0,0,013ffecb01edfe1d,1,1,0,1,1,1,1000,-150,0016ff6a,22,fffb00a4,164,fffb00a4,-5
553,553,0,0,fffb001600a4ff6a,1,1,0,1,1,1,1000,195,016900c3,361,feaaff51,-175,feaaff51,-342
554,554,0,0,feaa0169ff5100c3,1,1,0,1,1,1,1000,517,02b80205,696,fd5efe0e,-498,fd5efe0e,-674
555,555,0,0,fd5e02b8fe0e0205,1,1,0,1,1,1,1000,862,03fa035e,1018,fc1cfcba,-838,fc1cfcba,-996
556,556,0,0,fc1c03fafcba035e,1,1,0,1,1,1,1000,1181,053d049d,1341,fadffb7e,-1154,fadffb7e,-1313
557,557,0,0,fadf053dfb7e049d,1,1,0,1,1,1,1000,1523,068305f3,1667,f999fa2c,-1492,f999fa2c,-1639
558,558,0,0,f9990683fa2c05f3,1,1,0,1,1,1,1000,1819,07b6071b,1974,f86cf906,-1786,f86cf906,-1940
559,559,0,0,f86c07b6f906071b,1,1,0,1,1,1,1000,2132,09030854,2307,f722f7cd,-2099,f722f7cd,-2270
560,560,0,0,f7220903f7cd0854,1,1,0,1,1,1,1000,2458,0a11099a,2577,f618f68e,-2418,f618f68e,-2536
561,561,0,0,f6180a11f68e099a,1,1,0,1,1,1,1000,2725,0b4f0aa5,2895,f4ddf588,-2680,f4ddf588,-2851
562,562,0,0,f4dd0b4ff5880aa5,1,1,0,1,1,1,1000,3005,0c530bbd,3155,f3dcf46e,-2962,f3dcf46e,-3108
563,563,0,0,f3dc0c53f46e0bbd,1,1,0,1,1,1,1000,3268,0d640cc4,3428,f2cff36a,-3222,f2cff36a,-3377
564,564,0,0,f2cf0d64f36a0cc4,1,1,0,1,1,1,1000,3547,0e460ddb,3654,f1e7f256,-3498,f1e7f256,-3609
565,565,0,0,f1e70e46f2560ddb,1,1,0,1,1,1,1000,3793,0f4d0ed1,3917,f0ecf160,-3744,f0ecf160,-3860
566,566,0,0,f0ec0f4df1600ed1,1,1,0,1,1,1,1000,4006,10180fa6,4120,f01ff091,-3951,f01ff091,-4065
567,567,0,0,f01f1018f0910fa6,1,1,0,1,1,1,1000,4225,10ee1081,4334,ef49efb8,-4168,ef49efb8,-4279
568,568,0,0,ef4910eeefb81081,1,1,0,1,1,1,1000,4406,11ac1136,4524,ee90eefe,-4354,ee90eefe,-4464
569,569,0,0,ee9011aceefe1136,1,1,0,1,1,1,1000,4591,125c11ef,4700,ede0ee4e,-4530,ede0ee4e,-4640
