Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_data[63:0],i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_en,i_system_wrapper/system_i/axi_ad9250_cpack_packed_fifo_wr_sync,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a,i_system_wrapper/system_i/axi_ad9250_dma_irq,i_system_wrapper/system_i/sys_concat_intc_dout[15:0],data_a_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],data_b_high[31:0],data_b_low[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],data_b_high'[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED,HEX,SIGNED
768,768,0,0,ef5310e5efc91071,1,1,0,1,1,1,1000,4428,11ac114c,4524,ee91eeeb,-4373,ee91eeeb,-4463
769,769,0,0,ee9111aceeeb114c,1,1,0,1,1,1,1000,4582,124511e6,4677,edf7ee55,-4523,edf7ee55,-4617
770,770,0,0,edf71245ee5511e6,1,1,0,1,1,1,1000,4760,12e81298,4840,ed5beda3,-4701,ed5beda3,-4773
771,771,0,0,ed5b12e8eda31298,1,1,0,1,1,1,1000,4899,136b1323,4971,ecd5ed1d,-4835,ecd5ed1d,-4907
772,772,0,0,ecd5136bed1d1323,1,1,0,1,1,1,1000,5038,13dc13ae,5084,ec6aec8f,-4977,ec6aec8f,-5014
773,773,0,0,ec6a13dcec8f13ae,1,1,0,1,1,1,1000,5127,14331407,5171,ec11ec3d,-5059,ec11ec3d,-5103
774,774,0,0,ec111433ec3d1407,1,1,0,1,1,1,1000,5209,14911459,5265,ebb2ebe9,-5143,ebb2ebe9,-5198
775,775,0,0,ebb21491ebe91459,1,1,0,1,1,1,1000,5260,14b4148c,5300,eb90ebba,-5190,eb90ebba,-5232
776,776,0,0,eb9014b4ebba148c,1,1,0,1,1,1,1000,5326,14df14ce,5343,eb66eb77,-5257,eb66eb77,-5274
777,777,0,0,eb6614dfeb7714ce,1,1,0,1,1,1,1000,5343,14df14df,5343,eb66eb62,-5278,eb66eb62,-5274
778,778,0,0,eb6614dfeb6214df,1,1,0,1,1,1,1000,5338,14cb14da,5323,eb79eb6a,-5270,eb79eb6a,-5255
779,779,0,0,eb7914cbeb6a14da,1,1,0,1,1,1,1000,5318,14b214c6,5298,eb91eb81,-5247,eb91eb81,-5231
780,780,0,0,eb9114b2eb8114c6,1,1,0,1,1,1,1000,5269,14851495,5253,ebc1ebae,-5202,ebc1ebae,-5183
781,781,0,0,ebc11485ebae1495,1,1,0,1,1,1,1000,5199,1429144f,5161,ec1bebf0,-5136,ec1bebf0,-5093
782,782,0,0,ec1b1429ebf0144f,1,1,0,1,1,1,1000,5131,13ea140b,5098,ec5bec38,-5064,ec5bec38,-5029
783,783,0,0,ec5b13eaec38140b,1,1,0,1,1,1,1000,5024,135c13a0,4956,ece2eca0,-4960,ece2eca0,-4894
784,784,0,0,ece2135ceca013a0,1,1,0,1,1,1,1000,4905,12e81329,4840,ed56ed18,-4840,ed56ed18,-4778
785,785,0,0,ed5612e8ed181329,1,1,0,1,1,1,1000,4750,1254128e,4692,edebedb2,-4686,edebedb2,-4629
786,786,0,0,edeb1254edb2128e,1,1,0,1,1,1,1000,4595,119a11f3,4506,eea4ee4c,-4532,eea4ee4c,-4444
787,787,0,0,eea4119aee4c11f3,1,1,0,1,1,1,1000,4428,10e9114c,4329,ef4deef0,-4368,ef4deef0,-4275
788,788,0,0,ef4d10e9eef0114c,1,1,0,1,1,1,1000,4214,101b1076,4123,f01eefc5,-4155,f01eefc5,-4066
789,789,0,0,f01e101befc51076,1,1,0,1,1,1,1000,3998,0f370f9e,3895,f103f099,-3943,f103f099,-3837
790,790,0,0,f1030f37f0990f9e,1,1,0,1,1,1,1000,3771,0e440ebb,3652,f1eef17c,-3716,f1eef17c,-3602
791,791,0,0,f1ee0e44f17c0ebb,1,1,0,1,1,1,1000,3536,0d520dd0,3410,f2e0f264,-3484,f2e0f264,-3360
792,792,0,0,f2e00d52f2640dd0,1,1,0,1,1,1,1000,3267,0c530cc3,3155,f3dbf36c,-3220,f3dbf36c,-3109
793,793,0,0,f3db0c53f36c0cc3,1,1,0,1,1,1,1000,2998,0b320bb6,2866,f4fcf477,-2953,f4fcf477,-2820
794,794,0,0,f4fc0b32f4770bb6,1,1,0,1,1,1,1000,2725,0a0f0aa5,2575,f619f588,-2680,f619f588,-2535
795,795,0,0,f6190a0ff5880aa5,1,1,0,1,1,1,1000,2435,08ec0983,2284,f73ff6a6,-2394,f73ff6a6,-2241
796,796,0,0,f73f08ecf6a60983,1,1,0,1,1,1,1000,2130,07b20852,1970,f872f7d7,-2089,f872f7d7,-1934
797,797,0,0,f87207b2f7d70852,1,1,0,1,1,1,1000,1800,066d0708,1645,f9b4f91b,-1765,f9b4f91b,-1612
798,798,0,0,f9b4066df91b0708,1,1,0,1,1,1,1000,1498,053405da,1332,fae7fa44,-1468,fae7fa44,-1305
799,799,0,0,fae70534fa4405da,1,1,0,1,1,1,1000,1178,03d9049a,985,fc42fb83,-1149,fc42fb83,-958
800,800,0,0,fc4203d9fb83049a,1,1,0,1,1,1,1000,835,02b20343,690,fd67fcd7,-809,fd67fcd7,-665
801,801,0,0,fd6702b2fcd70343,1,1,0,1,1,1,1000,484,014001e4,320,fed6fe31,-463,fed6fe31,-298
802,802,0,0,fed60140fe3101e4,1,1,0,1,1,1,1000,171,000b00ab,11,0006ff6a,-150,0006ff6a,6
803,803,0,0,0006000bff6a00ab,1,1,0,1,1,1,1000,-160,feb1ff60,-335,015a00af,175,015a00af,346
804,804,0,0,015afeb100afff60,1,1,0,1,1,1,1000,-491,fd60fe15,-672,02ae01f6,502,02ae01f6,686
805,805,0,0,02aefd6001f6fe15,1,1,0,1,1,1,1000,-817,fc27fccf,-985,03e5033e,830,03e5033e,997
806,806,0,0,03e5fc27033efccf,1,1,0,1,1,1,1000,-1148,fadafb84,-1318,052a0483,1155,052a0483,1322
807,807,0,0,052afada0483fb84,1,1,0,1,1,1,1000,-1484,f998fa34,-1640,066b05ce,1486,066b05ce,1643
808,808,0,0,066bf99805cefa34,1,1,0,1,1,1,1000,-1792,f863f900,-1949,079c0700,1792,079c0700,1948
809,809,0,0,079cf8630700f900,1,1,0,1,1,1,1000,-2104,f72df7c8,-2259,08d20837,2103,08d20837,2258
810,810,0,0,08d2f72d0837f7c8,1,1,0,1,1,1,1000,-2405,f614f69b,-2540,09e30961,2401,09e30961,2531
811,811,0,0,09e3f6140961f69b,1,1,0,1,1,1,1000,-2703,f4cff571,-2865,0b230a8c,2700,0b230a8c,2851
812,812,0,0,0b23f4cf0a8cf571,1,1,0,1,1,1,1000,-2977,f3d7f45f,-3113,0c1d0b9a,2970,0c1d0b9a,3101
813,813,0,0,0c1df3d70b9af45f,1,1,0,1,1,1,1000,-3242,f2cdf356,-3379,0d220c9f,3231,0d220c9f,3362
814,814,0,0,0d22f2cd0c9ff356,1,1,0,1,1,1,1000,-3517,f1d1f243,-3631,0e1b0dac,3500,0e1b0dac,3611
815,815,0,0,0e1bf1d10dacf243,1,1,0,1,1,1,1000,-3756,f0e4f154,-3868,0f040e9b,3739,0f040e9b,3844
816,816,0,0,0f04f0e40e9bf154,1,1,0,1,1,1,1000,-3984,f005f070,-4091,0fe80f78,3960,0fe80f78,4072
817,817,0,0,0fe8f0050f78f070,1,1,0,1,1,1,1000,-4225,ef30ef7f,-4304,10bc1068,4200,10bc1068,4284
818,818,0,0,10bcef301068ef7f,1,1,0,1,1,1,1000,-4392,ee64eed8,-4508,11851113,4371,11851113,4485
819,819,0,0,1185ee641113eed8,1,1,0,1,1,1,1000,-4566,edceee2a,-4658,121a11ba,4538,121a11ba,4634
820,820,0,0,121aedce11baee2a,1,1,0,1,1,1,1000,-4732,ed33ed84,-4813,12b0125e,4702,12b0125e,4784
821,821,0,0,12b0ed33125eed84,1,1,0,1,1,1,1000,-4882,eca9ecee,-4951,133812f3,4851,133812f3,4920
822,822,0,0,1338eca912f3ecee,1,1,0,1,1,1,1000,-5024,ec43ec60,-5053,139e1380,4992,139e1380,5022
823,823,0,0,139eec431380ec60,1,1,0,1,1,1,1000,-5118,ebe3ec02,-5149,140013de,5086,140013de,5120
824,824,0,0,1400ebe313deec02,1,1,0,1,1,1,1000,-5216,eb9ceba0,-5220,14421442,5186,14421442,5186
825,825,0,0,1442eb9c1442eba0,1,1,0,1,1,1,1000,-5250,eb62eb7e,-5278,147c1464,5220,147c1464,5244
826,826,0,0,147ceb621464eb7e,1,1,0,1,1,1,1000,-5289,eb3deb57,-5315,149e1488,5256,149e1488,5278
827,827,0,0,149eeb3d1488eb57,1,1,0,1,1,1,1000,-5310,eb3deb42,-5315,14a3149c,5276,14a3149c,5283
828,828,0,0,14a3eb3d149ceb42,1,1,0,1,1,1,1000,-5315,eb46eb3d,-5306,149914a3,5283,149914a3,5273
829,829,0,0,1499eb4614a3eb3d,1,1,0,1,1,1,1000,-5301,eb5feb4b,-5281,147e1490,5264,147e1490,5246
830,830,0,0,147eeb5f1490eb4b,1,1,0,1,1,1,1000,-5243,eb99eb85,-5223,1448145e,5214,1448145e,5192
831,831,0,0,1448eb99145eeb85,1,1,0,1,1,1,1000,-5204,ebecebac,-5140,13f71435,5173,13f71435,5111
832,832,0,0,13f7ebec1435ebac,1,1,0,1,1,1,1000,-5105,ec42ec0f,-5054,139e13cd,5069,139e13cd,5022
833,833,0,0,139eec4213cdec0f,1,1,0,1,1,1,1000,-4986,ec9cec86,-4964,1344135a,4954,1344135a,4932
834,834,0,0,1344ec9c135aec86,1,1,0,1,1,1,1000,-4863,ed4ced01,-4788,129a12e1,4833,129a12e1,4762
835,835,0,0,129aed4c12e1ed01,1,1,0,1,1,1,1000,-4747,ede0ed75,-4640,12051273,4723,12051273,4613
836,836,0,0,1205ede01273ed75,1,1,0,1,1,1,1000,-4570,ee78ee26,-4488,116d11c0,4544,116d11c0,4461
837,837,0,0,116dee7811c0ee26,1,1,0,1,1,1,1000,-4391,ef47eed9,-4281,10a1110d,4365,10a1110d,4257
838,838,0,0,10a1ef47110deed9,1,1,0,1,1,1,1000,-4189,effaefa3,-4102,0ff11046,4166,0ff11046,4081
839,839,0,0,0ff1effa1046efa3,1,1,0,1,1,1,1000,-3979,f0faf075,-3846,0ef50f78,3960,0ef50f78,3829
840,840,0,0,0ef5f0fa0f78f075,1,1,0,1,1,1,1000,-3751,f1c4f159,-3644,0e270e97,3735,0e270e97,3623
841,841,0,0,0e27f1c40e97f159,1,1,0,1,1,1,1000,-3516,f2d9f244,-3367,0d190daa,3498,0d190daa,3353
842,842,0,0,0d19f2d90daaf244,1,1,0,1,1,1,1000,-3276,f3ecf334,-3092,0c070cbd,3261,0c070cbd,3079
843,843,0,0,0c07f3ec0cbdf334,1,1,0,1,1,1,1000,-2981,f4eaf45b,-2838,0b0c0b95,2965,0b0c0b95,2828
844,844,0,0,0b0cf4ea0b95f45b,1,1,0,1,1,1,1000,-2693,f614f57b,-2540,09e80a7c,2684,09e80a7c,2536
845,845,0,0,09e8f6140a7cf57b,1,1,0,1,1,1,1000,-2398,f732f6a2,-2254,08ca0958,2392,08ca0958,2250
846,846,0,0,08caf7320958f6a2,1,1,0,1,1,1,1000,-2101,f86ff7cb,-1937,07900830,2096,07900830,1936
847,847,0,0,0790f86f0830f7cb,1,1,0,1,1,1,1000,-1765,f9abf91b,-1621,065906e4,1764,065906e4,1625
848,848,0,0,0659f9ab06e4f91b,1,1,0,1,1,1,1000,-1465,fae6fa47,-1306,051f05bf,1471,051f05bf,1311
849,849,0,0,051ffae605bffa47,1,1,0,1,1,1,1000,-1129,fc26fb97,-986,03df046f,1135,03df046f,991
850,850,0,0,03dffc26046ffb97,1,1,0,1,1,1,1000,-813,fd75fcd3,-651,02940334,820,02940334,660
851,851,0,0,0294fd750334fcd3,1,1,0,1,1,1,1000,-473,fed4fe27,-300,013c01df,479,013c01df,316
852,852,0,0,013cfed401dffe27,1,1,0,1,1,1,1000,-150,001eff6a,30,fff100a6,166,fff100a6,-15
853,853,0,0,fff1001e00a6ff6a,1,1,0,1,1,1,1000,188,017800bc,376,fe9bff56,-170,fe9bff56,-357
854,854,0,0,fe9b0178ff5600bc,1,1,0,1,1,1,1000,515,02ae0203,686,fd69fe0f,-497,fd69fe0f,-663
855,855,0,0,fd6902aefe0f0203,1,1,0,1,1,1,1000,865,04000361,1024,fc18fcb6,-842,fc18fcb6,-1000
856,856,0,0,fc180400fcb60361,1,1,0,1,1,1,1000,1168,053e0490,1342,fadffb88,-1144,fadffb88,-1313
857,857,0,0,fadf053efb880490,1,1,0,1,1,1,1000,1522,069505f2,1685,f98cfa2e,-1490,f98cfa2e,-1652
858,858,0,0,f98c0695fa2e05f2,1,1,0,1,1,1,1000,1831,07c00727,1984,f863f8fa,-1798,f863f8fa,-1949
859,859,0,0,f86307c0f8fa0727,1,1,0,1,1,1,1000,2143,08fb085f,2299,f72df7c5,-2107,f72df7c5,-2259
860,860,0,0,f72d08fbf7c5085f,1,1,0,1,1,1,1000,2443,0a14098b,2580,f613f69f,-2401,f613f69f,-2541
861,861,0,0,f6130a14f69f098b,1,1,0,1,1,1,1000,2749,0b4b0abd,2891,f4e0f572,-2702,f4e0f572,-2848
862,862,0,0,f4e00b4bf5720abd,1,1,0,1,1,1,1000,3018,0c5f0bca,3167,f3ccf463,-2973,f3ccf463,-3124
863,863,0,0,f3cc0c5ff4630bca,1,1,0,1,1,1,1000,3289,0d6e0cd9,3438,f2c7f356,-3242,f2c7f356,-3385
864,864,0,0,f2c70d6ef3560cd9,1,1,0,1,1,1,1000,3542,0e5a0dd6,3674,f1dbf25b,-3493,f1dbf25b,-3621
865,865,0,0,f1db0e5af25b0dd6,1,1,0,1,1,1,1000,3793,0f380ed1,3896,f0fdf167,-3737,f0fdf167,-3843
866,866,0,0,f0fd0f38f1670ed1,1,1,0,1,1,1,1000,4040,101c0fc8,4124,f01af071,-3983,f01af071,-4070
867,867,0,0,f01a101cf0710fc8,1,1,0,1,1,1,1000,4238,10de108e,4318,ef5eefa8,-4184,ef5eefa8,-4258
868,868,0,0,ef5e10deefa8108e,1,1,0,1,1,1,1000,4428,11ad114c,4525,ee8aeeef,-4369,ee8aeeef,-4470
869,869,0,0,ee8a11adeeef114c,1,1,0,1,1,1,1000,4598,124911f6,4681,edf2ee46,-4538,edf2ee46,-4622
870,870,0,0,edf21249ee4611f6,1,1,0,1,1,1,1000,4757,12f71295,4855,ed46edac,-4692,ed46edac,-4794
871,871,0,0,ed4612f7edac1295,1,1,0,1,1,1,1000,4906,137c132a,4988,ecc6ed16,-4842,ecc6ed16,-4922
872,872,0,0,ecc6137ced16132a,1,1,0,1,1,1,1000,5032,13d013a8,5072,ec76ec9a,-4966,ec76ec9a,-5002
873,873,0,0,ec7613d0ec9a13a8,1,1,0,1,1,1,1000,5141,143d1415,5181,ec04ec2f,-5073,ec04ec2f,-5116
874,874,0,0,ec04143dec2f1415,1,1,0,1,1,1,1000,5221,148e1465,5262,ebb7ebdb,-5157,ebb7ebdb,-5193
875,875,0,0,ebb7148eebdb1465,1,1,0,1,1,1,1000,5273,14b41499,5300,eb93ebaf,-5201,eb93ebaf,-5229
876,876,0,0,eb9314b4ebaf1499,1,1,0,1,1,1,1000,5322,14db14ca,5339,eb69eb7d,-5251,eb69eb7d,-5271
877,877,0,0,eb6914dbeb7d14ca,1,1,0,1,1,1,1000,5331,14ed14d3,5357,eb55eb73,-5261,eb55eb73,-5291
878,878,0,0,eb5514edeb7314d3,1,1,0,1,1,1,1000,5336,14dc14d8,5340,eb65eb6e,-5266,eb65eb6e,-5275
879,879,0,0,eb6514dceb6e14d8,1,1,0,1,1,1,1000,5328,14b414d0,5300,eb91eb74,-5260,eb91eb74,-5231
880,880,0,0,eb9114b4eb7414d0,1,1,0,1,1,1,1000,5300,147e14b4,5246,ebcaeb8e,-5234,ebcaeb8e,-5174
881,881,0,0,ebca147eeb8e14b4,1,1,0,1,1,1,1000,5214,1434145e,5172,ec10ebe9,-5143,ec10ebe9,-5104
882,882,0,0,ec101434ebe9145e,1,1,0,1,1,1,1000,5139,13e11413,5089,ec62ec31,-5071,ec62ec31,-5022
883,883,0,0,ec6213e1ec311413,1,1,0,1,1,1,1000,5011,135c1393,4956,ece5ecaf,-4945,ece5ecaf,-4891
884,884,0,0,ece5135cecaf1393,1,1,0,1,1,1,1000,4902,12c41326,4804,ed7ced19,-4839,ed7ced19,-4740
885,885,0,0,ed7c12c4ed191326,1,1,0,1,1,1,1000,4754,123c1292,4668,ee02edae,-4690,ee02edae,-4606
886,886,0,0,ee02123cedae1292,1,1,0,1,1,1,1000,4572,11aa11dc,4522,ee91ee64,-4508,ee91ee64,-4463
887,887,0,0,ee9111aaee6411dc,1,1,0,1,1,1,1000,4430,10e9114e,4329,ef52eeef,-4369,ef52eeef,-4270
888,888,0,0,ef5210e9eeef114e,1,1,0,1,1,1,1000,4217,10191079,4121,f021efbe,-4162,f021efbe,-4063
889,889,0,0,f0211019efbe1079,1,1,0,1,1,1,1000,3996,0f3e0f9c,3902,f0fdf09b,-3941,f0fdf09b,-3843
890,890,0,0,f0fd0f3ef09b0f9c,1,1,0,1,1,1,1000,3768,0e570eb8,3671,f1def181,-3711,f1def181,-3618
891,891,0,0,f1de0e57f1810eb8,1,1,0,1,1,1,1000,3523,0d330dc3,3379,f302f26f,-3473,f302f26f,-3326
892,892,0,0,f3020d33f26f0dc3,1,1,0,1,1,1,1000,3274,0c370cca,3127,f3faf364,-3228,f3faf364,-3078
893,893,0,0,f3fa0c37f3640cca,1,1,0,1,1,1,1000,2994,0b3d0bb2,2877,f4eff47e,-2946,f4eff47e,-2833
894,894,0,0,f4ef0b3df47e0bb2,1,1,0,1,1,1,1000,2716,0a170a9c,2583,f614f593,-2669,f614f593,-2540
895,895,0,0,f6140a17f5930a9c,1,1,0,1,1,1,1000,2425,08e40979,2276,f745f6b1,-2383,f745f6b1,-2235
896,896,0,0,f74508e4f6b10979,1,1,0,1,1,1,1000,2110,07bf083e,1983,f864f7eb,-2069,f864f7eb,-1948
897,897,0,0,f86407bff7eb083e,1,1,0,1,1,1,1000,1791,068406ff,1668,f99df926,-1754,f99df926,-1635
898,898,0,0,f99d0684f92606ff,1,1,0,1,1,1,1000,1497,053205d9,1330,faebfa42,-1470,faebfa42,-1301
899,899,0,0,faeb0532fa4205d9,1,1,0,1,1,1,1000,1170,03ec0492,1004,fc31fb8c,-1140,fc31fb8c,-975
900,900,0,0,fc3103ecfb8c0492,1,1,0,1,1,1,1000,841,02a20349,674,fd75fcd1,-815,fd75fcd1,-651
901,901,0,0,fd7502a2fcd10349,1,1,0,1,1,1,1000,504,014201f8,322,fed5fe21,-479,fed5fe21,-299
902,902,0,0,fed50142fe2101f8,1,1,0,1,1,1,1000,175,000900af,9,000aff63,-157,000aff63,10
903,903,0,0,000a0009ff6300af,1,1,0,1,1,1,1000,-166,febaff5a,-326,015600b3,179,015600b3,342
904,904,0,0,0156feba00b3ff5a,1,1,0,1,1,1,1000,-489,fd68fe17,-664,02a601f4,500,02a601f4,678
905,905,0,0,02a6fd6801f4fe17,1,1,0,1,1,1,1000,-845,fc20fcb3,-992,03e60358,856,03e60358,998
906,906,0,0,03e6fc200358fcb3,1,1,0,1,1,1,1000,-1151,faddfb81,-1315,05270488,1160,05270488,1319
907,907,0,0,0527fadd0488fb81,1,1,0,1,1,1,1000,-1482,f998fa36,-1640,066e05d2,1490,066e05d2,1646
908,908,0,0,066ef99805d2fa36,1,1,0,1,1,1,1000,-1796,f85cf8fc,-1956,07a30706,1798,07a30706,1955
909,909,0,0,07a3f85c0706f8fc,1,1,0,1,1,1,1000,-2109,f71ef7c3,-2274,08e1083e,2110,08e1083e,2273
910,910,0,0,08e1f71e083ef7c3,1,1,0,1,1,1,1000,-2415,f602f691,-2558,09fa096b,2411,09fa096b,2554
911,911,0,0,09faf602096bf691,1,1,0,1,1,1,1000,-2715,f4c8f565,-2872,0b2e0a94,2708,0b2e0a94,2862
912,912,0,0,0b2ef4c80a94f565,1,1,0,1,1,1,1000,-3002,f3d1f446,-3119,0c210bae,2990,0c210bae,3105
913,913,0,0,0c21f3d10baef446,1,1,0,1,1,1,1000,-3264,f2c9f340,-3383,0d270cb5,3253,0d270cb5,3367
914,914,0,0,0d27f2c90cb5f340,1,1,0,1,1,1,1000,-3504,f1cff250,-3633,0e1f0da0,3488,0e1f0da0,3615
915,915,0,0,0e1ff1cf0da0f250,1,1,0,1,1,1,1000,-3748,f0e0f15c,-3872,0f0a0e91,3729,0f0a0e91,3850
916,916,0,0,0f0af0e00e91f15c,1,1,0,1,1,1,1000,-3984,f00ef070,-4082,0fdc0f7c,3964,0fdc0f7c,4060
917,917,0,0,0fdcf00e0f7cf070,1,1,0,1,1,1,1000,-4194,ef42ef9e,-4286,10a9104b,4171,10a9104b,4265
918,918,0,0,10a9ef42104bef9e,1,1,0,1,1,1,1000,-4404,ee60eecc,-4512,1185111a,4378,1185111a,4485
919,919,0,0,1185ee60111aeecc,1,1,0,1,1,1,1000,-4573,edcdee23,-4659,121811c1,4545,121811c1,4632
920,920,0,0,1218edcd11c1ee23,1,1,0,1,1,1,1000,-4748,ed32ed74,-4814,12b5126f,4719,12b5126f,4789
921,921,0,0,12b5ed32126fed74,1,1,0,1,1,1,1000,-4885,ecbfeceb,-4929,132212f7,4855,132212f7,4898
922,922,0,0,1322ecbf12f7eceb,1,1,0,1,1,1,1000,-5003,ec45ec75,-5051,139e136a,4970,139e136a,5022
923,923,0,0,139eec45136aec75,1,1,0,1,1,1,1000,-5102,ebdfec12,-5153,140213cf,5071,140213cf,5122
924,924,0,0,1402ebdf13cfec12,1,1,0,1,1,1,1000,-5182,eba0ebc2,-5216,1443141d,5149,1443141d,5187
925,925,0,0,1443eba0141debc2,1,1,0,1,1,1,1000,-5258,eb64eb76,-5276,147d1469,5225,147d1469,5245
926,926,0,0,147deb641469eb76,1,1,0,1,1,1,1000,-5312,eb4ceb40,-5300,1495149e,5278,1495149e,5269
927,927,0,0,1495eb4c149eeb40,1,1,0,1,1,1,1000,-5319,eb35eb39,-5323,14a814a4,5284,14a814a4,5288
928,928,0,0,14a8eb3514a4eb39,1,1,0,1,1,1,1000,-5325,eb52eb33,-5294,148e14a9,5289,148e14a9,5262
929,929,0,0,148eeb5214a9eb33,1,1,0,1,1,1,1000,-5295,eb70eb51,-5264,146f148c,5260,146f148c,5231
930,930,0,0,146feb70148ceb51,1,1,0,1,1,1,1000,-5239,eb97eb89,-5225,14441456,5206,14441456,5188
931,931,0,0,1444eb971456eb89,1,1,0,1,1,1,1000,-5178,ebdaebc6,-5158,14041416,5142,14041416,5124
932,932,0,0,1404ebda1416ebc6,1,1,0,1,1,1,1000,-5108,ec43ec0c,-5053,139e13d4,5076,139e13d4,5022
933,933,0,0,139eec4313d4ec0c,1,1,0,1,1,1,1000,-4990,ecc5ec82,-4923,131d1361,4961,131d1361,4893
934,934,0,0,131decc51361ec82,1,1,0,1,1,1,1000,-4890,ed4bece6,-4789,129912fc,4860,129912fc,4761
935,935,0,0,1299ed4b12fcece6,1,1,0,1,1,1,1000,-4714,edcaed96,-4662,121b124f,4687,121b124f,4635
936,936,0,0,121bedca124fed96,1,1,0,1,1,1,1000,-4575,ee8fee21,-4465,115611c4,4548,115611c4,4438
937,937,0,0,1156ee8f11c4ee21,1,1,0,1,1,1,1000,-4397,ef42eed3,-4286,10a51114,4372,10a51114,4261
938,938,0,0,10a5ef421114eed3,1,1,0,1,1,1,1000,-4195,f011ef9d,-4079,0fda1048,4168,0fda1048,4058
939,939,0,0,0fdaf0111048ef9d,1,1,0,1,1,1,1000,-3969,f0e0f07f,-3872,0f090f69,3945,0f090f69,3849
940,940,0,0,0f09f0e00f69f07f,1,1,0,1,1,1,1000,-3733,f1daf16b,-3622,0e110e82,3714,0e110e82,3601
941,941,0,0,0e11f1da0e82f16b,1,1,0,1,1,1,1000,-3500,f2def254,-3362,0d110d9d,3485,0d110d9d,3345
942,942,0,0,0d11f2de0d9df254,1,1,0,1,1,1,1000,-3260,f3def344,-3106,0c150cad,3245,0c150cad,3093
943,943,0,0,0c15f3de0cadf344,1,1,0,1,1,1,1000,-2979,f4e9f45d,-2839,0b0d0b99,2969,0b0d0b99,2829
944,944,0,0,0b0df4e90b99f45d,1,1,0,1,1,1,1000,-2681,f60ef587,-2546,09ed0a6c,2668,09ed0a6c,2541
945,945,0,0,09edf60e0a6cf587,1,1,0,1,1,1,1000,-2413,f738f693,-2248,08c50966,2406,08c50966,2245
946,946,0,0,08c5f7380966f693,1,1,0,1,1,1,1000,-2100,f870f7cc,-1936,078c082e,2094,078c082e,1932
947,947,0,0,078cf870082ef7cc,1,1,0,1,1,1,1000,-1769,f99ff917,-1633,066006e8,1768,066006e8,1632
948,948,0,0,0660f99f06e8f917,1,1,0,1,1,1,1000,-1472,fae9fa40,-1303,051905c4,1476,051905c4,1305
949,949,0,0,0519fae905c4fa40,1,1,0,1,1,1,1000,-1135,fc36fb91,-970,03d30477,1143,03d30477,979
950,950,0,0,03d3fc360477fb91,1,1,0,1,1,1,1000,-807,fd8cfcd9,-628,027c0333,819,027c0333,636
951,951,0,0,027cfd8c0333fcd9,1,1,0,1,1,1,1000,-477,fecdfe23,-307,013f01e5,485,013f01e5,319
952,952,0,0,013ffecd01e5fe23,1,1,0,1,1,1,1000,-159,0020ff61,32,fff000ae,174,fff000ae,-16
953,953,0,0,fff0002000aeff61,1,1,0,1,1,1,1000,198,016c00c6,364,fea9ff4e,-178,fea9ff4e,-343
954,954,0,0,fea9016cff4e00c6,1,1,0,1,1,1,1000,522,02d0020a,720,fd49fe0a,-502,fd49fe0a,-695
955,955,0,0,fd4902d0fe0a020a,1,1,0,1,1,1,1000,863,0401035f,1025,fc15fcb7,-841,fc15fcb7,-1003
956,956,0,0,fc150401fcb7035f,1,1,0,1,1,1,1000,1191,054604a7,1350,fad7fb75,-1163,fad7fb75,-1321
957,957,0,0,fad70546fb7504a7,1,1,0,1,1,1,1000,1522,068c05f2,1676,f993fa2d,-1491,f993fa2d,-1645
958,958,0,0,f993068cfa2d05f2,1,1,0,1,1,1,1000,1830,07b60726,1974,f86bf8fe,-1794,f86bf8fe,-1941
959,959,0,0,f86b07b6f8fe0726,1,1,0,1,1,1,1000,2146,08f10862,2289,f732f7c4,-2108,f732f7c4,-2254
960,960,0,0,f73208f1f7c40862,1,1,0,1,1,1,1000,2448,0a180990,2584,f614f699,-2407,f614f699,-2540
961,961,0,0,f6140a18f6990990,1,1,0,1,1,1,1000,2736,0b5c0ab0,2908,f4d3f57c,-2692,f4d3f57c,-2861
962,962,0,0,f4d30b5cf57c0ab0,1,1,0,1,1,1,1000,3028,0c4c0bd4,3148,f3e4f45b,-2981,f3e4f45b,-3100
963,963,0,0,f3e40c4cf45b0bd4,1,1,0,1,1,1,1000,3281,0d600cd1,3424,f2d1f361,-3231,f2d1f361,-3375
964,964,0,0,f2d10d60f3610cd1,1,1,0,1,1,1,1000,3531,0e5f0dcb,3679,f1d5f26a,-3478,f1d5f26a,-3627
965,965,0,0,f1d50e5ff26a0dcb,1,1,0,1,1,1,1000,3788,0f4c0ecc,3916,f0ecf169,-3735,f0ecf169,-3860
