Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/util_fmcjesdadc1_xcvr_rx_out_clk_0,i_system_wrapper/system_i/axi_ad9250_core_adc_data_a[31:0],data_a_high[13:0],i_system_wrapper/system_i/axi_ad9250_core_adc_data_b[31:0],i_system_wrapper/system_i/axi_ad9250_core_rx_ready,i_system_wrapper/system_i/axi_ad9250_core_adc_clk,i_system_wrapper/system_i/axi_ad9250_core_adc_valid_a
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,SIGNED,HEX,HEX,HEX,HEX
785,785,0,0,0024008e,36,ffedff83,1,0,1
786,786,0,0,ff6fffaf,-145,00a00063,1,0,1
787,787,0,0,fff7ff91,-9,00180083,1,0,1
788,788,0,0,00ae006f,174,ff66ffa6,1,0,1
789,789,0,0,0020008c,32,ffeeff86,1,0,1
790,790,0,0,ff71ffad,-143,00a20064,1,0,1
791,791,0,0,fffaff8e,-6,00150081,1,0,1
792,792,0,0,00ae006f,174,ff67ffa2,1,0,1
793,793,0,0,0026008e,38,ffefff84,1,0,1
794,794,0,0,ff6effae,-146,00a10064,1,0,1
795,795,0,0,fffaff8f,-6,001a0083,1,0,1
796,796,0,0,00ac006f,172,ff68ffa5,1,0,1
797,797,0,0,0026008d,38,ffebff85,1,0,1
798,798,0,0,ff6effac,-146,00a40061,1,0,1
799,799,0,0,fff7ff90,-9,00180082,1,0,1
800,800,0,0,00a9006c,169,ff65ffa6,1,0,1
801,801,0,0,0022008e,34,ffedff85,1,0,1
802,802,0,0,ff6fffad,-145,00a00067,1,0,1
803,803,0,0,fffbff91,-5,001a0085,1,0,1
804,804,0,0,00ab006d,171,ff64ffa4,1,0,1
805,805,0,0,0023008c,35,ffefff86,1,0,1
806,806,0,0,ff6dffb2,-147,00a20060,1,0,1
807,807,0,0,fff9ff91,-7,001a0083,1,0,1
808,808,0,0,00ac006c,172,ff68ffa4,1,0,1
809,809,0,0,0025008b,37,ffeeff87,1,0,1
810,810,0,0,ff74ffaf,-140,00a10062,1,0,1
811,811,0,0,fff9ff8e,-7,00160084,1,0,1
812,812,0,0,00ae0070,174,ff64ffa2,1,0,1
813,813,0,0,0027008b,39,fff2ff85,1,0,1
814,814,0,0,ff6effac,-146,00a30063,1,0,1
815,815,0,0,fff7ff92,-9,00180083,1,0,1
816,816,0,0,00ad006d,173,ff64ffa5,1,0,1
817,817,0,0,0025008d,37,ffebff82,1,0,1
818,818,0,0,ff6effb0,-146,00a20062,1,0,1
819,819,0,0,fff7ff8f,-9,001b0080,1,0,1
820,820,0,0,00a9006e,169,ff68ffa2,1,0,1
821,821,0,0,0024008e,36,ffedff7f,1,0,1
822,822,0,0,ff6fffad,-145,00a20064,1,0,1
823,823,0,0,fff7ff8e,-9,001b0082,1,0,1
824,824,0,0,00ac0070,172,ff66ffa1,1,0,1
825,825,0,0,0022008e,34,ffeeff84,1,0,1
826,826,0,0,ff6fffb1,-145,00a10064,1,0,1
827,827,0,0,fff9ff8c,-7,00190080,1,0,1
828,828,0,0,00ac006d,172,ff66ffa3,1,0,1
829,829,0,0,00220090,34,ffecff84,1,0,1
830,830,0,0,ff71ffaf,-143,00a20063,1,0,1
831,831,0,0,fff4ff8e,-12,00180082,1,0,1
832,832,0,0,00a9006d,169,ff66ffa3,1,0,1
833,833,0,0,0022008c,34,ffefff84,1,0,1
834,834,0,0,ff6effb1,-146,00a20062,1,0,1
835,835,0,0,fffbff8d,-5,001d0082,1,0,1
836,836,0,0,00ad0071,173,ff66ffa5,1,0,1
837,837,0,0,0024008d,36,ffeaff83,1,0,1
838,838,0,0,ff6fffaf,-145,00a30062,1,0,1
839,839,0,0,fff8ff8d,-8,00170084,1,0,1
840,840,0,0,00ad006d,173,ff64ffa5,1,0,1
841,841,0,0,0025008c,37,ffedff86,1,0,1
842,842,0,0,ff6dffa9,-147,009f0064,1,0,1
843,843,0,0,fff9ff8d,-7,00190081,1,0,1
844,844,0,0,00ac006e,172,ff65ffa2,1,0,1
845,845,0,0,0027008d,39,ffedff83,1,0,1
846,846,0,0,ff72ffad,-142,00a20063,1,0,1
847,847,0,0,fff7ff8f,-9,00190084,1,0,1
848,848,0,0,00ae006f,174,ff66ffa3,1,0,1
849,849,0,0,0024008e,36,ffefff83,1,0,1
850,850,0,0,ff6effac,-146,00a20065,1,0,1
851,851,0,0,fff8ff8e,-8,001b0086,1,0,1
852,852,0,0,00ad006e,173,ff67ffa4,1,0,1
853,853,0,0,0025008c,37,ffedff86,1,0,1
854,854,0,0,ff6fffae,-145,00a10060,1,0,1
855,855,0,0,fff8ff90,-8,00190082,1,0,1
856,856,0,0,00ac0071,172,ff66ffa2,1,0,1
857,857,0,0,0023008c,35,ffebff84,1,0,1
858,858,0,0,ff71ffae,-143,00a20066,1,0,1
859,859,0,0,fff9ff90,-7,001c0083,1,0,1
860,860,0,0,00ae0073,174,ff67ffa3,1,0,1
861,861,0,0,0025008e,37,ffecff85,1,0,1
862,862,0,0,ff71ffaf,-143,009f0064,1,0,1
863,863,0,0,fff6ff8e,-10,00190086,1,0,1
864,864,0,0,00ac0070,172,ff64ffa4,1,0,1
865,865,0,0,00220090,34,ffeaff87,1,0,1
866,866,0,0,ff71ffae,-143,00a30063,1,0,1
867,867,0,0,fff5ff8f,-11,00190086,1,0,1
868,868,0,0,00ad006e,173,ff66ffa3,1,0,1
869,869,0,0,0025008d,37,ffeeff85,1,0,1
870,870,0,0,ff6fffae,-145,00a20066,1,0,1
871,871,0,0,fff9ff92,-7,001a0084,1,0,1
872,872,0,0,00ac006e,172,ff66ffa4,1,0,1
873,873,0,0,0022008f,34,ffedff84,1,0,1
874,874,0,0,ff70ffb0,-144,00a20064,1,0,1
875,875,0,0,fff7ff8d,-9,001b0083,1,0,1
876,876,0,0,00ad0071,173,ff66ffa1,1,0,1
877,877,0,0,0024008e,36,ffeeff87,1,0,1
878,878,0,0,ff6effad,-146,00a30063,1,0,1
879,879,0,0,fffcff8b,-4,001a0086,1,0,1
880,880,0,0,00ae006e,174,ff66ffa4,1,0,1
881,881,0,0,0025008e,37,ffedff85,1,0,1
882,882,0,0,ff72ffb0,-142,009f0063,1,0,1
883,883,0,0,fffaff8e,-6,00170085,1,0,1
884,884,0,0,00b00070,176,ff67ffa4,1,0,1
885,885,0,0,0025008e,37,ffefff83,1,0,1
886,886,0,0,ff6fffb0,-145,00a10061,1,0,1
887,887,0,0,fffcff8f,-4,001c007f,1,0,1
888,888,0,0,00aa006e,170,ff69ffa7,1,0,1
889,889,0,0,001f008a,31,fff4ff89,1,0,1
890,890,0,0,ff6effab,-146,00a50065,1,0,1
891,891,0,0,fff8ff8b,-8,001c0087,1,0,1
892,892,0,0,00ae006e,174,ff67ffa4,1,0,1
893,893,0,0,0024008a,36,ffedff85,1,0,1
894,894,0,0,ff6fffb1,-145,009f0063,1,0,1
895,895,0,0,fffdff91,-3,00180080,1,0,1
896,896,0,0,00ab0072,171,ff65ffa2,1,0,1
897,897,0,0,0022008b,34,ffefff82,1,0,1
898,898,0,0,ff71ffae,-143,00a00064,1,0,1
899,899,0,0,fff8ff8e,-8,001a0087,1,0,1
900,900,0,0,00aa006d,170,ff67ffa7,1,0,1
901,901,0,0,0022008d,34,ffefff85,1,0,1
902,902,0,0,ff70ffad,-144,00a60062,1,0,1
903,903,0,0,fff9ff91,-7,001b0083,1,0,1
904,904,0,0,00ad006f,173,ff62ffa4,1,0,1
905,905,0,0,00240090,36,ffeaff85,1,0,1
906,906,0,0,ff6affaf,-150,00a20063,1,0,1
907,907,0,0,fff8ff8f,-8,00190083,1,0,1
